PART NUMBER,OEM,DESCRIPTION,SHELF,LEVEL,ROW
3722-01631,N/A,Central Electrical Box,UE-43,5,I
3722-01796,N/A,Central Electrical Box,UE-43,5,I
3722-01676,N/A,Electrical Box,UE-43,5,J
3735-00132,N/A,Electrical Box,UE-43,5,J
3722-01143,N/A,Electrical Box,UE-43,5,J
3731-00785,N/A,Fuel Sensor,UE-44,1,A
3731-00784,N/A,Fuel Sensor,UE-44,1,A
3774-00211,N/A,Switch Combination Assy,UE-44,1,A
3731-00788,N/A,Fuel Sensor,UE-44,1,A
3722-00530,N/A,Fuse Box Electrical,UE-44,1,A
3722-00124,N/A,Start Control Box,UE-44,1,B
3722-02122,N/A,Auxiliary Control Box,UE-44,1,B
3731-00793,N/A,Fuel Sensor ,UE-44,1,B
3731-00368,N/A,Fuel Sensor,UE-44,2,C
3731-00336,N/A,Fuel Sensor,UE-44,2,C
3731-00195,N/A,Fuel Sensor,UE-44,2,C
3731-00353,N/A,Fuel Sensor,UE-44,2,C
3702-00442,N/A,Generator Regulator,UE-44,2,D
3702-00427,3702-00441,Generator Regulator,UE-44,2,D
3702-00441,3702-00427,Generator Regulator,UE-44,2,D
3774-00026,N/A,Multi Function Switch,UE-44,2,D
3774-00138,N/A,Multi Function Switch,UE-44,2,D
3774-00278,N/A,Multi Function Switch,UE-44,2,D
3774-00317,N/A,Multi Function Switch,UE-44,2,D
3731-01251,N/A,Fuel Sensor,UE-44,2,D
3631-00039,N/A,Handle Switch,UE-44,3,E
3731-00273,N/A,Fuel Sensor,UE-44,3,E
3701-02037,N/A,Generator Bracket,UE-44,3,E
3701-02137,N/A,Rotor Generator Assy,UE-44,3,E
3823-00011,N/A,Controller,UE-44,3,F
3408-00044,N/A,Steering Oil Tank,UE-44,3,F
3407-00386,N/A,Steering Oil Pump Assy.,UE-44,3,F
3408-00178,N/A,Oil Cup Steering Core ,UE-44,3,F
3407-00680,N/A,Steering Oil Pump ,UE-44,3,F
3731-00210,N/A,Fuel Sensor,UE-44,4,G
3731-00174,N/A,Fuel Sensor,UE-44,4,G
3731-00355,N/A,Fuel Sensor,UE-44,4,G
3631-00040,N/A,Handle Switch,UE-44,4,G
3407-00315,N/A,Steering Pump,UE-44,4,H
3407-00298,N/A,Steering Pump,UE-44,4,H
3407-00085,N/A,Steering Pump,UE-44,4,H
3806-00075,N/A,Fuel Sensor,UE-44,5,I
3701-01828,N/A,Rotor Assembly,UE-44,5,I
3407-00058,N/A,Steering Pump,UE-44,5,I
3407-00009,N/A,Steering Oil Pump,UE-44,5,I
3412-00057,N/A,Steering Pump,UE-44,5,J
3407-00069,N/A,Steering Pump,UE-44,5,J
3691-00379,N/A,Rubber,UE-45,1,A
3701-01453,N/A,Generator Front End Cover Sub Assy,UE-45,1,A
3408-00407,N/A,Power Steering Oil Tank,UE-45,1,A
3514-00079,N/A,Foot Brake Valve Assy,UE-45,1,A
3404-00227,N/A,Steering Column Case,UE-45,1,B
3404-00225,N/A,Steering Column Case,UE-45,1,B
3404-00226,N/A,Steering Column Case,UE-45,1,B
3731-00357,N/A,Fuel Sensor,UE-45,1,B
3701-01024,N/A,Generator Stator,UE-45,2,C
3708-00276,N/A,Relay,UE-45,2,C
3708-00275,N/A,Relay,UE-45,2,C
3708-00274,N/A,Relay,UE-45,2,C
3708-00273,N/A,Relay,UE-45,2,C
3701-01829,N/A,Generator Stator,UE-45,2,C
3708-00193,N/A,Solenoid Switch,UE-45,2,C
3708-00272,N/A,Relay,UE-45,2,C
3408-00169,N/A,Tank,UE-45,2,D
3731-00479,N/A,Relay,UE-45,2,D
3823-00010,3610-00142,Engine Controller,UE-45,2,D
3527-00039,N/A,Relay Valve,UE-45,2,D
3408-00340,N/A,Oil Filter,UE-45,3,E
3408-00332,N/A,Oil Tank,UE-45,3,E
3408-00295,N/A,Oil Tank,UE-45,3,E
3408-00251,N/A,Oil Tank,UE-45,3,E
3735-00443,3735-00527,Wiper Intermittent Controller,UE-45,3,F
3749-00007,N/A,Solenoid Valve,UE-45,3,F
3550-00017,N/A,ABS Solenoid Valve,UE-45,4,G
3514-00039,N/A,Brake Valve,UE-45,4,G
3712-00585,N/A,Proximity Switch,UE-45,4,G
3514-00027,N/A,Brake Valve,UE-45,4,H
3524-00886,N/A,Retarder Switch,UE-45,4,H
3524-02396,N/A,Retarder Pressure Switch,UE-45,4,H
3103-00700,N/A,Inner Bearing Wheel Hub,UE-45,4,H
3103-00701,N/A,Outer Bearing Wheel Hub,UE-45,4,H
3103-00717,N/A,Front Wheel Outer Bearing,UE-45,4,H
3524-00757,N/A,Relay Box,UE-45,5,I
3631-00050,N/A,Retarder Handle Switch,UE-45,5,I
3526-00097,3526-00051/3517-00003/3526-00079,Hand Brake Valve,UE-45,5,I
3526-00051,3526-00097,Hand Brake Valve,UE-45,5,I
3103-00270,N/A,Front Wheel Outer Bearing,UE-45,5,I
3103-00384,N/A,Front Wheel Inner Bearing,UE-45,5,I
3514-00116,N/A,Brake Valve,UE-45,5,I
3524-01545,N/A,Bolt,UE-45,5,J
3104-00573,N/A,Bearing,UE-45,5,J
3104-00035,N/A,Bearing,UE-45,5,J
3103-00480,N/A,Bearing Front Inner,UE-45,5,J
3103-00481,N/A,Bearing Front Outer,UE-45,5,J
3003-00474,N/A,Tie Rod End Left,UE-45,5,J
3003-00475,N/A,Tie Rod End Right,UE-45,5,J
3103-00042,N/A,Front Wheel Inner Bearing,UE-45,6,K
3103-00041,N/A,Front Wheel Outer Bearing,UE-45,6,K
3103-00565,N/A,"Outer Bearing, Front Wheel",UE-45,6,K
3103-00692,N/A,Front Wheel Outer Bearing,UE-45,6,K
3103-00691,N/A,Front Wheel Inner Bearing,UE-45,6,K
3104-00572,N/A,"Inner Bearing, Wheel Hub",UE-45,6,K
3100-00022,N/A,Rear Wheel Inner Bearing  ,UE-45,6,K
3104-00766,3104-00139,Rear Wheel Bearing,UE-45,6,K
3103-00666,N/A,Rear Wheel Inner Bearing,UE-45,6,K
3104-01130,N/A,Rear Wheel Bearing Outer,UE-45,6,K
3103-00037,N/A,Front Wheel Inner Bearing,UE-45,6,K
3104-00452,N/A,Bearing,UE-45,6,L
3103-00036,N/A,Bearing,UE-45,6,L
3100-00033,N/A,Bearing,UE-45,6,L
3103-00564,N/A,Bearing,UE-45,6,L
3104-00451,N/A,Bearing Outer,UE-45,7,M
3104-00024,N/A,Bearing Outer,UE-45,7,M
3103-00427,N/A,Front Wheel Inner Bearing,UE-45,7,M
3103-00428,N/A,Front Wheel Inner Bearing,UE-45,7,M
3100-00032,N/A,Rear Wheel Bearing Outer,UE-45,7,N
3104-00091,N/A,Rear Wheel Inner Bearing,UE-45,7,N
3103-00100,N/A,Inner Bearing Front Wheel,UE-45,7,N
3774-00019,N/A,Switch,UE-46,1,A
3555-00107,N/A,Air Drier,UE-46,1,A
3631-00041/00067,3631-00067,Drive Controller,UE-46,1,A
3555-00128,N/A,Air Dryer Element,UE-46,1,B
3514-00074,N/A,Valve Foot Brake Assy,UE-46,1,B
3408-00493,N/A,Steering Oil Tank,UE-46,1,B
3514-00059,N/A,Foot Brake Valve,UE-46,1,A
3631-00012,N/A,Switch Retarder Relay Case,UE-46,2,C
3701-02058,N/A,Retarder Stator,UE-46,2,C
3610-00257,N/A,Electric Control Unit,UE-46,2,D
3731-00285,N/A,Relay Head Lamp Assy,UE-46,3,E
3818-00004,N/A,Sensor Air Pressure,UE-46,3,E
3623-00104,N/A,Sensor Odometer Gear,UE-46,3,E
3001-00206,N/A,Cover End Front Axle,UE-46,3,E
3742-00025,N/A,Clock Electronic,UE-46,3,F
3524-00088,N/A,Terminal Retarder Wire,UE-46,3,F
3514-00026,N/A,Foot Brake Valve,UE-46,3,F
3616-00071,3813-00217,Sensor RPM Engine Speed,UE-46,4,G
3813-00217,3616-00071/00070,Sensor RPM Engine Speed,UE-46,4,G
3616-00070,3813-00217,Sensor RPM Engine Speed,UE-46,4,G
3625-00003,N/A,Oil Pressure Sender,UE-46,4,G
3003-03196,N/A,Ball Joint Tie Rod Left,UE-46,4,G
3616-00064,3616-00191,Sensor Water Temperature Alarm,UE-46,4,H
3003-00349,N/A,Tie Rod Ball Left,UE-46,4,H
3412-00375,N/A,Ball Hinge Front Lateral Thrust Bar,UE-46,4,H
3412-00374,N/A,Ball Hinge Front Lateral Thrust Bar,UE-46,4,H
3412-00170,N/A,Drag Link Ball Joint,UE-46,5,I
3412-00187,N/A,Drag Link Ball Joint,UE-46,5,I
3412-00520,N/A,Drag Link Ball Joint,UE-46,5,J
3412-00519,N/A,Drag Link Joint,UE-46,5,J
3003-00350,N/A,Tie Rod Joint Right,UE-46,5,J
3412-00245,N/A,Steering Draglink Joint,UE-46,5,J
3611-00531,N/A,NOX Sensor ,UF-47,1,A
3722-00799,N/A,Secondary Start up Control Box,UF-47,1,A
3611-00341,N/A,DCU Drive Control Unit,UF-47,1,A
3550-00536,N/A,Gear Ring,UF-47,1,A
3722-01675,N/A,Closed Electrical Box ,UF-47,1,A
3776-00995,N/A,Reversing Display,UF-47,1,A
3519-00156,N/A,Rear Brake Chamber Repair Kit,UF-47,1,B
3735-00305,N/A,Flasher Relay,UF-47,2,C
3784-00145,N/A,Inverter Comaprtment Lamp,UF-47,2,C
3735-00328,N/A,Flasher Relay,UF-47,2,C
3781-00005,N/A,Switch Reverse Gear,UF-47,2,C
3611-00218,N/A,Oil Pressure Sender,UF-47,2,C
3408-00114,N/A,Power Steering Oil Tank,UF-47,2,C
3611-00375,3611-00067,Crankshaft Speed Sensor,UF-47,2,C
3701-01648,N/A,Generator Belt Pulley,UF-47,2,C
3792-00752,N/A,Rear Compartment Door Proximity Switch,UF-47,2,C
3001-01914,N/A,"Oil Seal, Steering Knuckle",UF-47,2,C
3880-00184,N/A,Temperature Warning Switch,UF-47,2,C
3611-00689,N/A,Water Temperature Sensor,UF-47,2,C
3702-00560,N/A,Generator Regulator,UF-47,2,C
3611-00758,N/A,Crankshaft Speed Sensor,UF-47,2,C
3776-00746,N/A,Power Supply Box ,UF-47,2,C
3880-00183,N/A,Temperature Warning Switch,UF-47,2,C
3509-01012,N/A,Air Compressor Gear,UF-47,2,C
3001-01906,N/A,Adjusting Shim,UF-47,2,C
3776-01688,N/A,External Camera,UF-47,2,C
3001-01897,N/A,Needle Bearing,UF-47,2,C
3701-02744,N/A,IC Regulator,UF-47,2,C
3701-02557,N/A,Generator Adjusting Plate,UF-47,2,C
3722-00701,N/A,Start Protector Controller,UF-47,2,D
3620-00017,N/A,Warning Buzzer,UF-47,2,D
3791-00019,N/A,Remote Controller Passenger Door Assy,UF-47,2,D
3710-00025,N/A,Switch Ignition Assy,UF-47,2,D
3731-00097,N/A,Switch Master Hand Power,UF-47,2,D
3791-00068,N/A,Passenger Door Controller,UF-47,2,D
3502-01732,N/A,Friction Lining Wear Warning Sensor,UF-47,2,D
3722-01570,3722-00773,Relay Protecting Starting Control Box,UF-47,3,E
3880-00025,3631-00010,Sensor Retarder Temperature,UF-47,3,E
3524-02732,N/A,Switch Retarder Air Pressure,UF-47,3,E
3731-00447,N/A,Delay Relay,UF-47,3,E
3624-00034,3507-00095,Switch Parking Brake,UF-47,3,E
3513-00141,N/A,Automatic Water Drain Valve,UF-47,3,E
3819-00002,N/A,Remote Controller Passenger Door,UF-47,3,E
3614-00113,1108-00697,Alarm Low Fuel Pressure,UF-47,3,E
3731-00127,N/A,Drier Diagnosis Device,UF-47,3,E
3507-00077,N/A,Hand Brake Alarm Switch,UF-47,3,E
3506-04783,N/A,Repair Kit,UF-47,3,E
3701-02236,N/A,Generator Belt Pulley,UF-47,3,E
3701-03228,N/A,N/A,UF-47,3,E
3735-00267,N/A,Battery Relay,UF-47,3,F
3702-00425,N/A,Regulator IC Generator,UF-47,3,F
3623-00049,N/A,Sensor Odometer,UF-47,3,F
3408-00184,3408-00784,Steering Oil Tank,UF-47,1,B
3722-00637,N/A,Relay Battery,UF-47,3,F
3422-00534,N/A,Draglink Joint Right,UF-47,3,F
3422-00590,N/A,Draglink Joint RH,UF-47,3,F
3422-00535,N/A,Draglink Joint Left,UF-47,3,F
3808-00015,N/A,Sensor Water Level,UF-47,4,G
3781-00058,N/A,Switch Signal Joint,UF-47,4,G
3550-00182,N/A,Sensor Assy,UF-47,4,G
3550-00171,N/A,Sensor ABS,UF-47,4,G
3791-00010,N/A,ABS Gear Ring Front,UF-47,4,G
3550-00611,N/A,Sensor Assy,UF-47,4,G
3552-00792,3552-00136,Switch Rear Compartment Door,UF-47,4,G
3003-03173,N/A,Ball Joint Tie Rod,UF-47,4,G
3412-00169,N/A,Drag Link Joint-RH ,UF-47,4,G
3422-00453,N/A,Ball Joint Draglink RH,UF-47,4,G
3422-00450,N/A,Ball Joint Draglink LH,UF-47,4,G
3003-00600,N/A,Ball Joint Tie Rod Left,UF-47,4,G
3003-00601,N/A,Ball Joint Tie Rod Right,UF-47,4,G
3550-00254,N/A,ABS Sensor,UF-47,4,G
3502-00818,N/A,Rear Brake Shoe Bushing,UF-47,4,G
3880-00102,N/A,Temperature Alarm Switch ,UF-47,4,G
3731-00161,N/A,Solenoid Switch,UF-47,4,H
3412-00168,N/A,Draglink BallHead,UF-47,4,H
3003-00273,N/A,Balljoint Draglink LH,UF-47,4,H
3412-00350,N/A,Balljoint Draglink,UF-47,4,H
3422-00433,N/A,Balljoint Draglink,UF-47,4,H
3003-00249,N/A,Ball Joint Tie Rod Left,UF-47,4,H
3422-00559,N/A,Balljoint Draglink,UF-47,4,H
3003-00250,N/A,Ball Joint Tie Rod Right,UF-47,4,H
3412-00429,N/A,Ball Joint Draglink LH,UF-47,4,H
3003-00592,N/A,Tie Rod Joint Right,UF-47,4,H
3003-00120,N/A,Ball Joint,UF-47,5,I
3401-00110,N/A,Draglink Ball Joint,UF-47,5,I
3412-00183,N/A,Draglink Ball Joint,UF-47,5,I
3003-00093,N/A,Tie Rod Joint Left,UF-47,5,I
3003-00094,N/A,Tie Rod Joint Right,UF-47,5,I
3003-00205,N/A,Tie Rod Joint Left,UF-47,5,I
3003-00591,N/A,Tie Rod Joint Left,UF-47,5,I
3003-00408,N/A,Tie Rod Joint Assy Left,UF-47,5,J
3003-00409,N/A,Tie Rod Joint Assy Right,UF-47,5,J
3412-00243,N/A,Ball Joint Draglink LH,UF-47,5,J
3412-00247,N/A,Drag Link Joint-RH ,UF-47,5,J
3003-00138,N/A,Tie Rod Joint Assy.(Right) ,UF-47,5,J
3003-00137,N/A,Tie Rod Joint Assy.(Left),UF-47,5,J
3701-01422,N/A,Spline Rotor Assy,UF-48,1,A
3691-00822,N/A,Conversion Module,UF-48,1,"A,B"
3501-02943,N/A,Friction Plate Wear Alarm Sensor,UF-48,1,A
3691-00763,N/A,Body Control Module,UE-45,2,D
3506-04879,N/A,Oil Water Separator,UE-46,2,D
3722-01887,N/A,Auxiliary Start Control Box,UF-48,1,B
3776-00592,N/A,Back-up Monitor,UF-48,1,B
3776-00594,N/A,Monitor External Camera ,UF-48,1,B
3415-00013,N/A,Steering Gear Assy,UF-48,1,B
3736-00186,N/A,Power Switch,UF-48,1,B
3735-00493,N/A,Wiper Intermittent Controller,UF-48,1,B
3819-00030,N/A,Back-Up Buzzer,UF-48,1,B
3721-00035,N/A,Electric Horn Assy,UF-48,2,C
3721-00034,N/A,Electric Horn Assy,UF-48,2,C
3521-00013,N/A,Through Joint,UF-48,2,C
3412-00065,N/A,Nut Hexagon Steering Wheel,UF-48,2,C
3501-01931,N/A,Wear Sensor Repair Kit,UF-48,2,C
3501-00570,N/A,Wear Indicator Sensor Repair Kit ,UF-48,2,C
3501-01771,N/A,Push Plate Repair Kit ,UF-48,2,C
3509-01011,N/A,Air Compressor Gear,UF-48,2,C
3731-00160,N/A,Relay Wiper Intermittent,UF-48,2,C
3781-00040,N/A,Switch Reverse ,UF-48,2,C
3702-00336,N/A,Regulator IC Generator,UF-48,2,C
3701-01832,N/A,Pulley Belt Generator,UF-48,2,C
3708-00167,N/A,Bendix Drive,UF-48,2,C
3526-00085,N/A,Hand Control Valve Repair Kit,UF-48,2,C
3701-01473,N/A,Generator Front Bearing ,UF-48,2,C
3524-00734,N/A,Shim Rotor Adjusting,UF-48,2,C
3521-00055,N/A,Tee Joint,UF-48,2,C
3701-01475,N/A,Generator Rear Bearing ,UF-48,2,C
3501-00748,N/A,Spring Front Return,UF-48,2,C
3101-00560,N/A,Air Valve,UF-48,2,C
3701-01827,N/A,Bearing Front Generator,UF-48,2,C
3502-00558,N/A,Spring Rear Return,UF-48,2,C
3105-00019,N/A,Spare Tire Bracket,UF-48,2,C
3521-00008,N/A,Right Angle Joint,UF-48,2,C
3750-00009,N/A,Non-Contact Pedal Proximity Switch ,UF-48,2,C
3818-00048,N/A,Air Pressure Sensor Alarm,UF-48,2,C
3804-00018,N/A,Vehicle Speed Indicator,UF-48,2,C
3552-01162,N/A,Shoe Shaft Fastening Screw,UF-48,2,C
3784-01597,N/A,USB Charging Module,UF-48,2,C
3513-01188,N/A,Automatic Water Drain Valve,UF-48,2,C
3552-01187,N/A,Brake Shoe Roller,UF-48,2,C
3702-00219,N/A,Generator Bracket,UF-48,2,C
3722-01246,N/A,Starter Relay,UF-48,2,C
3001-00286,N/A,Steering Knuckle Adjusting Nut,UF-48,2,C
3552-01232,N/A,Brake Shoe Bushing,UF-48,2,C
3506-02489,N/A,Muffler,UF-48,2,C
3722-00126,N/A,Relay Protecting Starting Control Box Auxilliary,UF-48,2,D
3722-00800,N/A,Secondary Start Up Control box,UF-48,2,D
3722-01728,N/A,Switch Button,UF-48,2,D
3722-01395,N/A,One Way Fuse,UF-48,2,D
3722-01193,N/A,Diode Assy,UF-48,2,D
3736-00076,N/A,Fuse Link 30A,UF-48,2,D
3736-00034,N/A,Fuse Link 50A,UF-48,2,D
3722-00408,N/A,Relay Start Protecting Controller,UF-48,2,D
3722-00074,N/A,Fuse Link 3A,UF-48,2,D
3722-01314,N/A,Fuse Link 30A,UF-48,2,D
3722-01411,N/A,Fuse Link 3A,UF-48,2,D
3757-00037,N/A,Alarm Low Air Pressure,UF-48,2,D
3722-01383,N/A,Fuse Link 15A,UF-48,2,D
3722-01309,N/A,Fuse Link 5A,UF-48,2,D
9324-00012,N/A,Fuse Link 7.5A,UF-48,2,D
3722-01311,N/A,Fuse Link 10A,UF-48,2,D
3722-01312,N/A,Fuse Link 20A,UF-48,2,D
3722-01313,N/A,Fuse Link 25A,UF-48,2,D
3731-00283,N/A,Relay With Bracket,UF-48,2,D
3722-00960,N/A,Fuse Link 20A,UF-48,2,D
3722-00075,N/A,Fuse Link 5A,UF-48,2,D
3722-00918,N/A,Fuse Link 150 A,UF-48,2,D
3722-00951,N/A,Fuse Link 100 A,UF-48,2,D
3722-00914,N/A,Fuse Link 50A,UF-48,2,D
3722-00915,N/A,Fuse Link 40A,UF-48,2,D
3722-00952,N/A,Fuse Link 200A,UF-48,2,D
3781-00036,N/A,Switch Neutral Gear,UF-48,2,D
3731-00286,N/A,Relay Assy,UF-48,2,D
3721-00013,N/A,Electric Horn Assy,UF-48,2,D
3819-00040,N/A,Warning Buzzer,UF-48,2,D
3781-00015,N/A,Switch Signal Joint Assy,UF-48,2,D
3721-00012,N/A,Electric Horn Assy,UF-48,2,D
3745-00188,N/A,Back Up Camera,UF-48,2,D
3722-00903,N/A,Fuse Box,UF-48,2,D
3756-00005,N/A,Inverter Compartment Lamp,UF-48,2,D
3722-01729,N/A,Switch Micro,UF-48,2,D
3731-00017,N/A,Relay Wiper Intermittent,UF-48,2,D
3521-00226,N/A,Right Angle Joint,UF-48,2,D
3521-00054,N/A,Right Angle Joint,UF-48,2,D
3521-00027,N/A,Right Angle Joint,UF-48,2,D
3722-01738,N/A,Fuse 30A,UF-48,2,D
3722-01298,N/A,Relay,UF-48,2,D
3722-01092,N/A,Relay,UF-48,2,D
3611-00305,3611-00672,Oil Pressure/Temperature Sensor,UF-48,2,D
3722-01774,N/A,Fuse 80A ,UF-48,2,D
3550-00598,N/A,Gear Ring,UF-48,2,D
3521-00162,N/A,Test Joint ,UF-48,2,D
3524-05575,N/A,Retarder Pressure Switch 1st Gear,UF-48,2,D
3524-05576,N/A,Retarder Pressure Switch 2nd Gear,UF-48,2,D
3524-05577,N/A,Retarder Pressure Switch 3rd Gear,UF-48,2,D
3524-05578,N/A,Retarder Pressure Switch 4th Gear,UF-48,2,D
3722-01739,N/A,Fuse 40A,UF-48,2,D
3722-02224,N/A,Auxiliary Start Control Box,UF-48,2,D
3722-01074,N/A,Fuse Assy,UF-48,2,D
3509-01821,N/A,Exhaust Joint,UF-48,2,D
3819-00023,N/A,Alarm Air Filter Clogging,UF-48,2,D
3781-00030,N/A,Switch Reverse Gear,UF-48,2,D
3408-00266,N/A,Rain Proof Cover Oil Tank,UF-48,2,D
3408-00258,3408-00498,Cover Oil Filter,UF-48,3,E
3421-01308,N/A,Bushing Transition Rocker,UF-48,3,E
3421-01182,N/A,Retainer Ring,UF-48,3,E
3552-00380,N/A,Rivet,UF-48,3,E
3552-00754,N/A,Rivet Brake Lining,UF-48,3,E
3501-01380,N/A,Rivet,UF-48,3,E
3502-00867,N/A,Rivet,UF-48,3,E
3502-00226,N/A,Pin Flat Head,UF-48,3,E
3412-00047,N/A,Outer Retainer Ring,UF-48,3,E
3552-00316,N/A,Rivet,UF-48,3,E
3781-00031,N/A,Neutral Gear Switch ,UF-48,3,E
3552-00748,N/A,Brake Rivet ,UF-48,3,E
3552-00644,N/A,Rivet Front Brake Lining,UF-48,3,E
3552-01131,N/A,Rivet Rear Brake Lining,UF-48,3,E
3104-00660,N/A,Conical Bush,UF-48,3,E
3401-00013,N/A,Washer Lock Steering Wheel,UF-48,3,F
3401-00011,N/A,Washer Steering Wheel,UF-48,3,F
3819-00004,N/A,Air Filter Clogging Alarm,UF-48,3,F
3735-00425,N/A,Relay,UF-48,3,F
3401-00422,N/A,Washer Lock Steering Wheel,UF-48,3,F
3521-00184,N/A,Bushing,UF-48,3,F
3824-00005,N/A,Inverter Compartment Lamp,UF-48,3,F
3524-03092,N/A,Nut Self Locking,UF-48,3,F
3550-00213,N/A,ECU ABS,UF-48,3,F
3506-00166,N/A,Valve Shut Off,UF-48,3,F
3552-00590,N/A,Snap Ring,UF-48,3,F
3524-00637,3524-02829,Gasket Stator Adjusting,UF-48,2,D
3552-00405,3502-00817,Rear Brake Shoe Shaft,UF-48,3,F
3825-00009,N/A,Switch Water Level Warning,UF-48,3,F
3621-00011,N/A,Sensor Retarder Temp. Alarm,UF-48,3,F
3819-00039,N/A,Warning Buzzer,UF-48,3,F
3509-00909,N/A,Bolt,UF-48,3,F
3753-00013,N/A,Bolt Adjusting,UF-48,3,F
3519-00646,N/A,Bushing Camshaft,UF-48,3,F
3818-00095,N/A,Air Pressure Sensor Alarm,UF-48,3,F
3722-01453,N/A,Fuse Box ,UF-48,3,F
3408-00432,N/A,Oil Filler Cover Assy.,UF-48,3,F
3818-00107,N/A,Air Pressure Sensor Alarm,UF-48,3,F
3401-00858,N/A,Steering Gear Box Repair Kit,UF-48,3,F
3760-00003,N/A,Fuel Tank Rubber Ring,UF-48,3,F
3552-01132,N/A,Roller,UF-48,3,F
3552-01133,N/A,Roller Retainer,UF-48,3,F
3552-01135,N/A,Return Spring Fixing Pin,UF-48,3,F
3104-00662,N/A,Nut,UF-48,3,F
3412-00064,N/A,Nut Hexagon Steering Wheel,UF-48,3,F
3705-00432,N/A,Slip Ring,UF-48,3,F
3114-00008,N/A,Stud Bolt,UF-48,3,F
3501-01966,N/A,Guide Pin Repair Kit ,UF-48,3,F
3501-01769,N/A,Brake Adjusting Bolt Repair Kits ,UF-48,3,F
3550-00634,N/A,ECU ABS,UF-48,3,F
3506-00172,N/A,Sealing Ring,UF-48,3,F
3550-00569,N/A,ABS sensor,UF-48,3,F
3103-00528,N/A,Stop Washer,UF-48,3,F
3509-00920,N/A,Plug Air Compressor,UF-48,3,F
3408-00226,N/A,Oil Filter Element Steering Tank,UF-48,4,G
3550-00479,N/A,Sensor ABS,UF-48,4,G
3550-00533,N/A,Sensor ABS,UF-48,4,G
3702-00204,N/A,Regulator IC Generator,UF-48,4,G
3722-00920,N/A,Relay Battery,UF-48,4,G
3702-00305,N/A,Regulator IC Generator Air Con Assy,UF-48,4,H
3708-00166,N/A,EM Switch Assy,UF-48,4,H
3722-00380,N/A,Relay Protecting Starting Control Box,UF-48,4,H
3516-00007,N/A,Valve Quick Release Assy,UF-48,5,I
3501-00786,N/A,Spring Front Brake Shoe,UF-48,5,I
3502-00053,N/A,Rear Brake Tension Spring,UF-48,5,I
3552-00852,N/A,Rear Brake Tension Spring,UF-48,5,I
3552-00846,N/A,Front Brake Tension Spring ,UF-48,5,I
3552-00176,N/A,Front Brake Tension Spring ,UF-48,5,J
3552-00123,N/A,Spring Rear Brake Shoe,UF-48,5,J
3552-00085,N/A,Spring Front Brake Tension,UF-48,5,J
3552-00073,N/A,Spring Rear Brake Tension,UF-48,5,J
3552-00139,N/A,Spring Rear Brake Shoe,UF-48,5,J
3519-00575,N/A,Diaphragm Front Brake Chamber,UF-49,2,C
3705-00385,N/A,Ignition Coil,UF-49,2,C
3408-00497,N/A,Oil Filter Element Steering,UF-49,2,C
3708-00269,N/A,Armature Assy,UF-49,2,C
3701-01032,N/A,Rectifier Sub Assy,UF-49,2,C
3701-00965,N/A,Bolt Adjusting,UF-49,2,C
3506-03164,3506-00575,Bracket Height Valve,UF-49,2,C
3701-01421,N/A,Bearing Rear Generator,UF-49,2,C
3623-00143,N/A,Odometer Sensor,UF-49,2,C
3611-00620,N/A,Oil Pressure/Temperature Sensor ,UF-49,2,C
3702-00170,N/A,Regulator Generator,UF-49,2,C
3704-00168,N/A,Key Toothless,UF-49,2,C
3702-00172,N/A,Regulator IC Generator,UF-49,2,C
3701-01718,N/A,Pulley Belt Generator,UF-49,2,C
3708-00270,N/A,Relay,UF-49,2,C
3401-00429,N/A,Repair Kit Steering Gear Box,UF-49,2,C
3708-00327,N/A,One Way Device,UF-49,2,C
3708-00313,N/A,Magnetic Switch Starter,UF-49,2,C
3616-00100,N/A,Converter Electronic Signal,UF-49,2,C
3402-00365,N/A,Switch Ignition,UF-49,2,C
3507-00078,N/A,Hand Brake Alarm Switch,UF-49,2,C
3781-00098,N/A,Reverse Gear Switch,UF-49,2,C
3781-00099,N/A,Neutral Switch,UF-49,2,C
3818-00108,N/A,Air Pressure Sensor Alarm,UF-49,2,C
3521-00101,N/A,Bushing,UF-49,2,C
3001-00585,N/A,Bolt,UF-49,2,C
3520-00007,N/A,Pedal Limit Switch,UF-49,2,C
3611-00373,3611-00065,Sensor Boosting Pressure & Water,UF-49,2,D
3611-00065,3611-00373,Sensor Boosting Pressure & Water,UF-49,2,D
3611-00091,N/A,Sensor Water Temperature Plug,UF-49,2,D
3614-00083,N/A,Alarm Low Fuel Pressure,UF-49,2,D
3611-00263,N/A,Sensor Common Rail Fuel Pressure,UF-49,2,D
3611-00066,3611-00374,Sensor Water Temperature,UF-49,2,D
3611-00374,3611-00066,Sensor Water Temperature,UF-49,2,D
3620-00028,N/A,Low Water Level Warning Buzzer,UF-49,2,D
3620-00023,3620-00015,Buzzer Warning Low Water,UF-49,2,D
3627-00007,N/A,Alarm Water Level & Temperature,UF-49,2,D
3623-00061,3623-00184,Sensor Odometer Electronic VDO,UF-49,2,D
3104-00567,N/A,Nut Rear Wheel Hub,UF-49,2,D
3628-00008,N/A,Sensor Central Lubrication Air Dryer ,UF-49,2,D
3701-00073,3702-00269,Regulator Generator,UF-49,2,D
3701-02406,N/A,Generator Belt Pulley ,UF-49,2,D
3603-00037,N/A,Back Up Radar,UF-49,2,D
3701-01454,N/A,Holder Carbon Brush,UF-49,2,D
